name	taxonomy_id	taxonomy_lvl	sample_Neg_num	sample_Neg_frac	sample_No-Tube-1_num	sample_No-Tube-1_frac	sample_No-Tube-2_num	sample_No-Tube-2_frac	sample_Pos_num	sample_Pos_frac
Listeria sp. PSOL-1	1844999	S	0	0.00000	259	0.00001	0	0.00000	736	0.00001
Planococcus sp. Y42	2213202	S	0	0.00000	49	0.00000	0	0.00000	94	0.00000
Planococcus versutus	1302659	S	0	0.00000	48	0.00000	0	0.00000	83	0.00000
Planococcus plakortidis	1038856	S	0	0.00000	23	0.00000	0	0.00000	56	0.00000
Sporosarcina ureae	1571	S	0	0.00000	92	0.00000	0	0.00000	212	0.00000
Sporosarcina pasteurii	1474	S	0	0.00000	12	0.00000	0	0.00000	26	0.00000
Sporosarcina ureilytica	298596	S	0	0.00000	10	0.00000	0	0.00000	31	0.00000
Solibacillus silvestris	76853	S	0	0.00000	294	0.00001	0	0.00000	504	0.00001
Solibacillus sp. R5-41	2048654	S	0	0.00000	34	0.00000	0	0.00000	147	0.00000
Paenisporosarcina antarctica	417367	S	0	0.00000	46	0.00000	0	0.00000	64	0.00000
Paenisporosarcina sp. K2R23-3	2320858	S	0	0.00000	15	0.00000	0	0.00000	23	0.00000
Kurthia sp. 11kri321	1750719	S	0	0.00000	14	0.00000	0	0.00000	43	0.00000
Jeotgalibacillus malaysiensis	1508404	S	0	0.00000	12	0.00000	0	0.00000	31	0.00000
Rummeliibacillus stabekisii	241244	S	0	0.00000	12	0.00000	0	0.00000	18	0.00000
Paenibacillus polymyxa	1406	S	0	0.00000	181	0.00000	0	0.00000	366	0.00000
Paenibacillus sp. 32O-W	1695218	S	0	0.00000	37	0.00000	0	0.00000	51	0.00000
Paenibacillus sp. HB172198	2565926	S	0	0.00000	25	0.00000	0	0.00000	36	0.00000
Paenibacillus sp. FSL R7-0273	1536772	S	0	0.00000	13	0.00000	0	0.00000	52	0.00000
Paenibacillus sp. B01	2660554	S	0	0.00000	10	0.00000	0	0.00000	12	0.00000
Paenibacillus physcomitrellae	1619311	S	0	0.00000	98	0.00000	0	0.00000	142	0.00000
Paenibacillus thiaminolyticus	49283	S	0	0.00000	55	0.00000	0	0.00000	99	0.00000
Paenibacillus larvae	1464	S	0	0.00000	42	0.00000	0	0.00000	69	0.00000
Paenibacillus psychroresistens	1778678	S	0	0.00000	36	0.00000	0	0.00000	48	0.00000
Paenibacillus durus	44251	S	0	0.00000	33	0.00000	0	0.00000	69	0.00000
Paenibacillus bovis	1616788	S	0	0.00000	28	0.00000	0	0.00000	52	0.00000
Paenibacillus baekrokdamisoli	1712516	S	0	0.00000	16	0.00000	0	0.00000	42	0.00000
Paenibacillus cellulositrophicus	562959	S	0	0.00000	12	0.00000	0	0.00000	12	0.00000
Paenibacillus antarcticus	253703	S	0	0.00000	11	0.00000	0	0.00000	22	0.00000
Paenibacillus crassostreae	1763538	S	0	0.00000	10	0.00000	0	0.00000	19	0.00000
Brevibacillus laterosporus	1465	S	0	0.00000	35	0.00000	0	0.00000	74	0.00000
Brevibacillus agri	51101	S	0	0.00000	25	0.00000	0	0.00000	52	0.00000
Brevibacillus brevis	1393	S	0	0.00000	18	0.00000	0	0.00000	26	0.00000
Aneurinibacillus sp. XH2	1450761	S	0	0.00000	24	0.00000	0	0.00000	38	0.00000
Aneurinibacillus soli	1500254	S	0	0.00000	18	0.00000	0	0.00000	36	0.00000
Cohnella abietis	2507935	S	0	0.00000	10	0.00000	0	0.00000	35	0.00000
Saccharibacillus brassicae	2583377	S	0	0.00000	11	0.00000	0	0.00000	18	0.00000
Exiguobacterium sp. S3-2	1389960	S	0	0.00000	138	0.00000	0	0.00000	203	0.00000
Exiguobacterium antarcticum	132920	S	0	0.00000	22	0.00000	0	0.00000	40	0.00000
Gemella sanguinis	84135	S	0	0.00000	13	0.00000	0	0.00000	26	0.00000
Laceyella sacchari	37482	S	0	0.00000	76	0.00000	0	0.00000	164	0.00000
Novibacillus thermophilus	1471761	S	0	0.00000	24	0.00000	0	0.00000	46	0.00000
Thermoactinomyces vulgaris	2026	S	0	0.00000	14	0.00000	0	0.00000	55	0.00000
Staphylospora marina	2490858	S	0	0.00000	11	0.00000	0	0.00000	17	0.00000
Kyrpidia tusciae	33943	S	0	0.00000	14	0.00000	0	0.00000	26	0.00000
Kyrpidia spormannii	2055160	S	0	0.00000	12	0.00000	0	0.00000	0	0.00000
Sporolactobacillus terrae	269673	S	0	0.00000	15	0.00000	0	0.00000	22	0.00000
Lactobacillus delbrueckii	1584	S	0	0.00000	1333	0.00003	0	0.00000	2965	0.00003
Lactobacillus salivarius	1624	S	0	0.00000	1101	0.00003	0	0.00000	2033	0.00002
Lactobacillus reuteri	1598	S	0	0.00000	974	0.00002	0	0.00000	2169	0.00002
Lactobacillus paracasei	1597	S	0	0.00000	815	0.00002	0	0.00000	2447	0.00003
Lactobacillus casei	1582	S	0	0.00000	41	0.00000	0	0.00000	100	0.00000
Lactobacillus brevis	1580	S	0	0.00000	735	0.00002	0	0.00000	1612	0.00002
Lactobacillus sakei	1599	S	0	0.00000	375	0.00001	0	0.00000	674	0.00001
Lactobacillus sanfranciscensis	1625	S	0	0.00000	253	0.00001	0	0.00000	622	0.00001
Lactobacillus backii	375175	S	0	0.00000	219	0.00001	0	0.00000	651	0.00001
Lactobacillus amylolyticus	83683	S	0	0.00000	219	0.00001	0	0.00000	354	0.00000
Lactobacillus nenjiangensis	1296540	S	0	0.00000	208	0.00001	0	0.00000	589	0.00001
Lactobacillus mucosae	97478	S	0	0.00000	206	0.00001	0	0.00000	356	0.00000
Lactobacillus johnsonii	33959	S	0	0.00000	206	0.00001	0	0.00000	351	0.00000
Lactobacillus helveticus	1587	S	0	0.00000	197	0.00000	0	0.00000	396	0.00000
Lactobacillus murinus	1622	S	0	0.00000	188	0.00000	0	0.00000	420	0.00000
Lactobacillus coryniformis	1610	S	0	0.00000	184	0.00000	0	0.00000	403	0.00000
Lactobacillus ruminis	1623	S	0	0.00000	160	0.00000	0	0.00000	279	0.00000
Lactobacillus acidophilus	1579	S	0	0.00000	147	0.00000	0	0.00000	214	0.00000
Lactobacillus manihotivorans	88233	S	0	0.00000	141	0.00000	0	0.00000	280	0.00000
Lactobacillus pontis	35787	S	0	0.00000	138	0.00000	0	0.00000	241	0.00000
Lactobacillus gallinarum	52242	S	0	0.00000	137	0.00000	0	0.00000	389	0.00000
Lactobacillus bifermentans	1607	S	0	0.00000	137	0.00000	0	0.00000	359	0.00000
Lactobacillus paracollinoides	240427	S	0	0.00000	118	0.00000	0	0.00000	231	0.00000
Lactobacillus sp. C25	2692757	S	0	0.00000	33	0.00000	0	0.00000	76	0.00000
Lactobacillus sp. P38	2692756	S	0	0.00000	26	0.00000	0	0.00000	37	0.00000
Lactobacillus sp. JM1	2690380	S	0	0.00000	14	0.00000	0	0.00000	26	0.00000
Lactobacillus sp. CBA3605	2099788	S	0	0.00000	11	0.00000	0	0.00000	21	0.00000
Lactobacillus sp. D1501	2108362	S	0	0.00000	11	0.00000	0	0.00000	25	0.00000
Lactobacillus hokkaidonensis	1193095	S	0	0.00000	99	0.00000	0	0.00000	157	0.00000
Lactobacillus harbinensis	304207	S	0	0.00000	90	0.00000	0	0.00000	167	0.00000
Lactobacillus paralimentarius	83526	S	0	0.00000	87	0.00000	0	0.00000	337	0.00000
Lactobacillus paraplantarum	60520	S	0	0.00000	87	0.00000	0	0.00000	196	0.00000
Lactobacillus curvatus	28038	S	0	0.00000	86	0.00000	0	0.00000	197	0.00000
Lactobacillus gastricus	227942	S	0	0.00000	84	0.00000	0	0.00000	186	0.00000
Lactobacillus acetotolerans	1600	S	0	0.00000	80	0.00000	0	0.00000	164	0.00000
Lactobacillus rhamnosus	47715	S	0	0.00000	77	0.00000	0	0.00000	152	0.00000
Lactobacillus crispatus	47770	S	0	0.00000	76	0.00000	0	0.00000	246	0.00000
Lactobacillus nagelii	82688	S	0	0.00000	75	0.00000	0	0.00000	161	0.00000
Lactobacillus kefiri	33962	S	0	0.00000	64	0.00000	0	0.00000	112	0.00000
Lactobacillus jinshani	1720083	S	0	0.00000	63	0.00000	0	0.00000	119	0.00000
Lactobacillus gasseri	1596	S	0	0.00000	63	0.00000	0	0.00000	166	0.00000
Lactobacillus malefermentans	176292	S	0	0.00000	62	0.00000	0	0.00000	117	0.00000
Lactobacillus vaginalis	1633	S	0	0.00000	59	0.00000	0	0.00000	123	0.00000
Lactobacillus fructivorans	1614	S	0	0.00000	55	0.00000	0	0.00000	151	0.00000
Lactobacillus bombi	1303590	S	0	0.00000	51	0.00000	0	0.00000	100	0.00000
Lactobacillus amylophilus	1603	S	0	0.00000	49	0.00000	0	0.00000	88	0.00000
Lactobacillus frumenti	104955	S	0	0.00000	48	0.00000	0	0.00000	92	0.00000
Lactobacillus hilgardii	1588	S	0	0.00000	45	0.00000	0	0.00000	86	0.00000
Lactobacillus dextrinicus	51664	S	0	0.00000	43	0.00000	0	0.00000	106	0.00000
Lactobacillus lindneri	53444	S	0	0.00000	41	0.00000	0	0.00000	79	0.00000
Lactobacillus zymae	267363	S	0	0.00000	39	0.00000	0	0.00000	58	0.00000
Lactobacillus hordei	468911	S	0	0.00000	34	0.00000	0	0.00000	62	0.00000
Lactobacillus acidipiscis	89059	S	0	0.00000	34	0.00000	0	0.00000	42	0.00000
Lactobacillus mali	1618	S	0	0.00000	33	0.00000	0	0.00000	86	0.00000
Lactobacillus rossiae	231049	S	0	0.00000	30	0.00000	0	0.00000	56	0.00000
Lactobacillus amylovorus	1604	S	0	0.00000	30	0.00000	0	0.00000	89	0.00000
Lactobacillus oligofermentans	293371	S	0	0.00000	29	0.00000	0	0.00000	66	0.00000
Lactobacillus pentosus	1589	S	0	0.00000	28	0.00000	0	0.00000	69	0.00000
Lactobacillus crustorum	392416	S	0	0.00000	28	0.00000	0	0.00000	52	0.00000
Lactobacillus buchneri	1581	S	0	0.00000	25	0.00000	0	0.00000	40	0.00000
Lactobacillus parabuchneri	152331	S	0	0.00000	25	0.00000	0	0.00000	47	0.00000
Lactobacillus kefiranofaciens	267818	S	0	0.00000	23	0.00000	0	0.00000	79	0.00000
Lactobacillus agilis	1601	S	0	0.00000	23	0.00000	0	0.00000	35	0.00000
Lactobacillus curieae	1138822	S	0	0.00000	23	0.00000	0	0.00000	35	0.00000
Lactobacillus terrae	2269374	S	0	0.00000	22	0.00000	0	0.00000	40	0.00000
Lactobacillus kunkeei	148814	S	0	0.00000	18	0.00000	0	0.00000	39	0.00000
Lactobacillus koreensis	637971	S	0	0.00000	17	0.00000	0	0.00000	29	0.00000
Lactobacillus allii	1847728	S	0	0.00000	14	0.00000	0	0.00000	35	0.00000
Lactobacillus futsaii	938155	S	0	0.00000	12	0.00000	0	0.00000	37	0.00000
Lactobacillus apis	303541	S	0	0.00000	11	0.00000	0	0.00000	28	0.00000
Lactobacillus alimentarius	1602	S	0	0.00000	11	0.00000	0	0.00000	39	0.00000
Lactobacillus zhachilii	2304606	S	0	0.00000	11	0.00000	0	0.00000	13	0.00000
Pediococcus acidilactici	1254	S	0	0.00000	124	0.00000	0	0.00000	229	0.00000
Pediococcus pentosaceus	1255	S	0	0.00000	113	0.00000	0	0.00000	228	0.00000
Pediococcus damnosus	51663	S	0	0.00000	74	0.00000	0	0.00000	142	0.00000
Enterococcus cecorum	44008	S	0	0.00000	284	0.00001	0	0.00000	785	0.00001
Enterococcus sp. DA9	2603296	S	0	0.00000	227	0.00001	0	0.00000	698	0.00001
Enterococcus sp. HSIEG1	1316414	S	0	0.00000	17	0.00000	0	0.00000	25	0.00000
Enterococcus sp. FDAARGOS_375	2060307	S	0	0.00000	15	0.00000	0	0.00000	40	0.00000
Enterococcus sp. M190262	2582830	S	0	0.00000	13	0.00000	0	0.00000	33	0.00000
Enterococcus wangshanyuanii	2005703	S	0	0.00000	222	0.00001	0	0.00000	745	0.00001
Enterococcus durans	53345	S	0	0.00000	180	0.00000	0	0.00000	499	0.00001
Enterococcus mundtii	53346	S	0	0.00000	170	0.00000	0	0.00000	425	0.00000
Enterococcus gilvus	160453	S	0	0.00000	92	0.00000	0	0.00000	213	0.00000
Enterococcus hirae	1354	S	0	0.00000	87	0.00000	0	0.00000	176	0.00000
Enterococcus avium	33945	S	0	0.00000	82	0.00000	0	0.00000	274	0.00000
Enterococcus thailandicus	417368	S	0	0.00000	74	0.00000	0	0.00000	177	0.00000
Enterococcus casseliflavus	37734	S	0	0.00000	17	0.00000	0	0.00000	48	0.00000
Vagococcus sp. HDW17A	2714946	S	0	0.00000	125	0.00000	0	0.00000	344	0.00000
Vagococcus sp. HDW17B	2714947	S	0	0.00000	79	0.00000	0	0.00000	159	0.00000
Vagococcus sp. CF-49	2562451	S	0	0.00000	50	0.00000	0	0.00000	128	0.00000
Vagococcus sp. MN-17	2571750	S	0	0.00000	49	0.00000	0	0.00000	106	0.00000
Vagococcus teuberi	519472	S	0	0.00000	89	0.00000	0	0.00000	199	0.00000
Vagococcus penaei	633807	S	0	0.00000	63	0.00000	0	0.00000	133	0.00000
Tetragenococcus osmophilus	526944	S	0	0.00000	74	0.00000	0	0.00000	184	0.00000
Tetragenococcus koreensis	290335	S	0	0.00000	66	0.00000	0	0.00000	165	0.00000
Melissococcus plutonius	33970	S	0	0.00000	112	0.00000	0	0.00000	217	0.00000
Streptococcus agalactiae	1311	S	0	0.00000	8545	0.00021	0	0.00000	15051	0.00016
Streptococcus pyogenes	1314	S	0	0.00000	348	0.00001	0	0.00000	672	0.00001
Streptococcus sp. oral taxon 064	712624	S	0	0.00000	23	0.00000	0	0.00000	23	0.00000
Streptococcus sp. NPS 308	1902136	S	0	0.00000	21	0.00000	0	0.00000	27	0.00000
Streptococcus sp. 116-D4	2598453	S	0	0.00000	20	0.00000	0	0.00000	62	0.00000
Streptococcus sp. 1643	2576376	S	0	0.00000	14	0.00000	0	0.00000	21	0.00000
Streptococcus sp. Z15	2173853	S	0	0.00000	14	0.00000	0	0.00000	32	0.00000
Streptococcus dysgalactiae	1334	S	0	0.00000	114	0.00000	0	0.00000	210	0.00000
Streptococcus equi	1336	S	0	0.00000	43	0.00000	0	0.00000	91	0.00000
Streptococcus uberis	1349	S	0	0.00000	107	0.00000	0	0.00000	257	0.00000
Streptococcus suis	1307	S	0	0.00000	81	0.00000	0	0.00000	141	0.00000
Streptococcus gallolyticus	315405	S	0	0.00000	72	0.00000	0	0.00000	125	0.00000
Streptococcus anginosus	1328	S	0	0.00000	20	0.00000	0	0.00000	49	0.00000
Streptococcus constellatus	76860	S	0	0.00000	20	0.00000	0	0.00000	37	0.00000
Streptococcus intermedius	1338	S	0	0.00000	10	0.00000	0	0.00000	25	0.00000
Streptococcus mutans	1309	S	0	0.00000	34	0.00000	0	0.00000	63	0.00000
Streptococcus infantarius	102684	S	0	0.00000	27	0.00000	0	0.00000	41	0.00000
Streptococcus parauberis	1348	S	0	0.00000	25	0.00000	0	0.00000	60	0.00000
Streptococcus sobrinus	1310	S	0	0.00000	24	0.00000	0	0.00000	37	0.00000
Streptococcus ratti	1341	S	0	0.00000	23	0.00000	0	0.00000	29	0.00000
Streptococcus pasteurianus	197614	S	0	0.00000	23	0.00000	0	0.00000	41	0.00000
Streptococcus australis	113107	S	0	0.00000	21	0.00000	0	0.00000	23	0.00000
Streptococcus canis	1329	S	0	0.00000	20	0.00000	0	0.00000	34	0.00000
Streptococcus acidominimus	1326	S	0	0.00000	19	0.00000	0	0.00000	62	0.00000
Streptococcus iniae	1346	S	0	0.00000	16	0.00000	0	0.00000	32	0.00000
Streptococcus pantholopis	1811193	S	0	0.00000	16	0.00000	0	0.00000	41	0.00000
Streptococcus ferus	1345	S	0	0.00000	15	0.00000	0	0.00000	34	0.00000
Streptococcus gwangjuense	1433513	S	0	0.00000	15	0.00000	0	0.00000	80	0.00000
Streptococcus marmotae	1825069	S	0	0.00000	15	0.00000	0	0.00000	27	0.00000
Streptococcus pluranimalium	82348	S	0	0.00000	12	0.00000	0	0.00000	22	0.00000
Streptococcus urinalis	149016	S	0	0.00000	10	0.00000	0	0.00000	29	0.00000
Streptococcus macedonicus	59310	S	0	0.00000	10	0.00000	0	0.00000	10	0.00000
Lactococcus piscium	1364	S	0	0.00000	182	0.00000	0	0.00000	521	0.00001
Lactococcus petauri	1940789	S	0	0.00000	33	0.00000	0	0.00000	29	0.00000
Lactococcus raffinolactis	1366	S	0	0.00000	30	0.00000	0	0.00000	99	0.00000
Lactococcus garvieae	1363	S	0	0.00000	10	0.00000	0	0.00000	39	0.00000
Carnobacterium maltaromaticum	2751	S	0	0.00000	139	0.00000	0	0.00000	365	0.00000
Carnobacterium sp. 17-4	208596	S	0	0.00000	68	0.00000	0	0.00000	156	0.00000
Carnobacterium sp. CP1	1564681	S	0	0.00000	27	0.00000	0	0.00000	70	0.00000
Carnobacterium divergens	2748	S	0	0.00000	89	0.00000	0	0.00000	185	0.00000
Carnobacterium inhibens	147709	S	0	0.00000	23	0.00000	0	0.00000	61	0.00000
Jeotgalibaca arthritidis	1868794	S	0	0.00000	119	0.00000	0	0.00000	215	0.00000
Jeotgalibaca dankookensis	708126	S	0	0.00000	64	0.00000	0	0.00000	80	0.00000
Jeotgalibaca sp. H21T32	2496265	S	0	0.00000	23	0.00000	0	0.00000	70	0.00000
Jeotgalibaca porci	1868793	S	0	0.00000	21	0.00000	0	0.00000	75	0.00000
Marinilactibacillus sp. 15R	1911586	S	0	0.00000	35	0.00000	0	0.00000	63	0.00000
Weissella sp. 26KH-42	2506420	S	0	0.00000	190	0.00000	0	0.00000	369	0.00000
Weissella hellenica	46256	S	0	0.00000	71	0.00000	0	0.00000	208	0.00000
Weissella ceti	759620	S	0	0.00000	69	0.00000	0	0.00000	132	0.00000
Weissella jogaejeotgali	1631871	S	0	0.00000	39	0.00000	0	0.00000	133	0.00000
Weissella paramesenteroides	1249	S	0	0.00000	16	0.00000	0	0.00000	45	0.00000
Weissella soli	155866	S	0	0.00000	14	0.00000	0	0.00000	22	0.00000
Leuconostoc gelidum	1244	S	0	0.00000	12	0.00000	0	0.00000	24	0.00000
Leuconostoc citreum	33964	S	0	0.00000	12	0.00000	0	0.00000	26	0.00000
Leuconostoc lactis	1246	S	0	0.00000	10	0.00000	0	0.00000	17	0.00000
Oenococcus oeni	1247	S	0	0.00000	12	0.00000	0	0.00000	42	0.00000
Aerococcus urinae	1376	S	0	0.00000	140	0.00000	0	0.00000	374	0.00000
Aerococcus urinaehominis	128944	S	0	0.00000	42	0.00000	0	0.00000	74	0.00000
Aerococcus viridans	1377	S	0	0.00000	41	0.00000	0	0.00000	167	0.00000
Aerococcus sanguinicola	119206	S	0	0.00000	21	0.00000	0	0.00000	41	0.00000
Aerococcus christensenii	87541	S	0	0.00000	15	0.00000	0	0.00000	24	0.00000
Suicoccus acidiformans	2036206	S	0	0.00000	38	0.00000	0	0.00000	69	0.00000
Clostridium sp. BNL1100	755731	S	0	0.00000	23	0.00000	0	0.00000	81	0.00000
Clostridium sp. CT4	2320868	S	0	0.00000	10	0.00000	0	0.00000	25	0.00000
Clostridium bornimense	1216932	S	0	0.00000	59	0.00000	0	0.00000	397	0.00000
Clostridium carboxidivorans	217159	S	0	0.00000	53	0.00000	0	0.00000	215	0.00000
Clostridium butyricum	1492	S	0	0.00000	39	0.00000	0	0.00000	195	0.00000
Clostridium beijerinckii	1520	S	0	0.00000	37	0.00000	0	0.00000	219	0.00000
Clostridium saccharoperbutylacetonicum	36745	S	0	0.00000	36	0.00000	0	0.00000	172	0.00000
Clostridium chauvoei	46867	S	0	0.00000	31	0.00000	0	0.00000	190	0.00000
Clostridium novyi	1542	S	0	0.00000	26	0.00000	0	0.00000	67	0.00000
Clostridium argentinense	29341	S	0	0.00000	21	0.00000	0	0.00000	171	0.00000
Clostridium taeniosporum	394958	S	0	0.00000	19	0.00000	0	0.00000	97	0.00000
Clostridium pasteurianum	1501	S	0	0.00000	18	0.00000	0	0.00000	42	0.00000
Clostridium baratii	1561	S	0	0.00000	18	0.00000	0	0.00000	25	0.00000
Clostridium kluyveri	1534	S	0	0.00000	13	0.00000	0	0.00000	29	0.00000
Clostridium formicaceticum	1497	S	0	0.00000	12	0.00000	0	0.00000	76	0.00000
Clostridium cochlearium	1494	S	0	0.00000	11	0.00000	0	0.00000	0	0.00000
Alkaliphilus metalliredigens	208226	S	0	0.00000	14	0.00000	0	0.00000	22	0.00000
Crassaminicella sp. SY095	2599308	S	0	0.00000	18	0.00000	0	0.00000	41	0.00000
Caloranaerobacter azorensis	116090	S	0	0.00000	12	0.00000	0	0.00000	72	0.00000
Lachnospiraceae bacterium GAM79	2109691	S	0	0.00000	17	0.00000	0	0.00000	0	0.00000
Lachnospiraceae bacterium KGMB03038	2594789	S	0	0.00000	10	0.00000	0	0.00000	28	0.00000
Blautia sp. SC05B48	2479767	S	0	0.00000	15	0.00000	0	0.00000	0	0.00000
Anaerostipes hadrus	649756	S	0	0.00000	20	0.00000	0	0.00000	26	0.00000
Lachnospira eligens	39485	S	0	0.00000	16	0.00000	0	0.00000	0	0.00000
Anaerobutyricum hallii	39488	S	0	0.00000	11	0.00000	0	0.00000	0	0.00000
Ruminococcus bicirculans	1160721	S	0	0.00000	53	0.00000	0	0.00000	19	0.00000
Ruminococcus albus	1264	S	0	0.00000	23	0.00000	0	0.00000	42	0.00000
Faecalibacterium prausnitzii	853	S	0	0.00000	82	0.00000	0	0.00000	46	0.00000
Clostridioides difficile	1496	S	0	0.00000	86	0.00000	0	0.00000	221	0.00000
Romboutsia sp. CE17	2724150	S	0	0.00000	30	0.00000	0	0.00000	131	0.00000
Desulfallas gibsoniae	102134	S	0	0.00000	11	0.00000	0	0.00000	10	0.00000
Candidatus Syntrophocurvum alkaliphilum	2293317	S	0	0.00000	67	0.00000	0	0.00000	259	0.00000
[Eubacterium] cellulosolvens	29322	S	0	0.00000	34	0.00000	0	0.00000	63	0.00000
Acetobacterium sp. KB-1	2184575	S	0	0.00000	17	0.00000	0	0.00000	35	0.00000
Acetobacterium woodii	33952	S	0	0.00000	16	0.00000	0	0.00000	45	0.00000
Oscillibacter valericigenes	351091	S	0	0.00000	28	0.00000	0	0.00000	146	0.00000
Heliorestis convoluta	356322	S	0	0.00000	20	0.00000	0	0.00000	39	0.00000
Symbiobacterium thermophilum	2734	S	0	0.00000	18	0.00000	0	0.00000	23	0.00000
Petrocella atlantisensis	2173034	S	0	0.00000	14	0.00000	0	0.00000	18	0.00000
Mahella australiensis	252966	S	0	0.00000	20	0.00000	0	0.00000	37	0.00000
Thermoanaerobacterales bacterium SK-G1	2316383	S	0	0.00000	13	0.00000	0	0.00000	30	0.00000
Halobacteroides halobius	42422	S	0	0.00000	19	0.00000	0	0.00000	68	0.00000
Acetohalobium arabaticum	28187	S	0	0.00000	10	0.00000	0	0.00000	18	0.00000
Natranaerobius thermophilus	375929	S	0	0.00000	21	0.00000	0	0.00000	46	0.00000
Veillonella dispar	39778	S	0	0.00000	14	0.00000	0	0.00000	30	0.00000
Megamonas hypermegale	158847	S	0	0.00000	15	0.00000	0	0.00000	37	0.00000
Murdochiella vaginalis	1852373	S	0	0.00000	21	0.00000	0	0.00000	33	0.00000
[Clostridium] ultunense	45497	S	0	0.00000	22	0.00000	0	0.00000	40	0.00000
Erysipelothrix rhusiopathiae	1648	S	0	0.00000	16	0.00000	0	0.00000	29	0.00000
Limnochorda pilosa	1555112	S	0	0.00000	12	0.00000	0	0.00000	0	0.00000
Streptomyces griseochromogenes	68214	S	0	0.00000	15	0.00000	0	0.00000	19	0.00000
Streptomyces bingchenggensis	379067	S	0	0.00000	13	0.00000	0	0.00000	16	0.00000
Mycobacterium sp. DL440	2675523	S	0	0.00000	8881	0.00022	0	0.00000	19149	0.00021
Mycobacterium sp. DL592	2675524	S	0	0.00000	13	0.00000	0	0.00000	17	0.00000
Mycobacterium tuberculosis	1773	S	0	0.00000	21	0.00000	0	0.00000	18	0.00000
Mycobacterium kansasii	1768	S	0	0.00000	15	0.00000	0	0.00000	16	0.00000
Mycolicibacterium phlei	1771	S	0	0.00000	36	0.00000	0	0.00000	77	0.00000
Corynebacterium diphtheriae	1717	S	0	0.00000	11	0.00000	0	0.00000	24	0.00000
Arthrobacter crystallopoietes	37928	S	0	0.00000	13	0.00000	0	0.00000	22	0.00000
Sanguibacter sp. HDW7	2714931	S	0	0.00000	15	0.00000	0	0.00000	16	0.00000
Dermacoccus nishinomiyaensis	1274	S	0	0.00000	12	0.00000	0	0.00000	173	0.00000
Actinomyces sp. oral taxon 848	649739	S	0	0.00000	17	0.00000	0	0.00000	14	0.00000
Plantactinospora sp. BB1	2071627	S	0	0.00000	53	0.00000	0	0.00000	100	0.00000
Bifidobacterium longum	216816	S	0	0.00000	25	0.00000	0	0.00000	78	0.00000
Bifidobacterium animalis	28025	S	0	0.00000	17	0.00000	0	0.00000	42	0.00000
Arabia massiliensis	1870985	S	0	0.00000	60	0.00000	0	0.00000	132	0.00000
Coriobacterium glomerans	33871	S	0	0.00000	32	0.00000	0	0.00000	52	0.00000
Ilumatobacter coccineus	467094	S	0	0.00000	11	0.00000	0	0.00000	12	0.00000
Calothrix sp. NIES-2100	1954172	S	0	0.00000	35	0.00000	0	0.00000	125	0.00000
Chondrocystis sp. NIES-4102	2005460	S	0	0.00000	51	0.00000	0	0.00000	201	0.00000
Rippkaea orientalis	2546366	S	0	0.00000	15	0.00000	0	0.00000	27	0.00000
Planktothrix agardhii	1160	S	0	0.00000	16	0.00000	0	0.00000	59	0.00000
Prochlorococcus marinus	1219	S	0	0.00000	12	0.00000	0	0.00000	22	0.00000
Gloeomargarita lithophora	1188228	S	0	0.00000	37	0.00000	0	0.00000	58	0.00000
Mycoplasma sp. NEAQ87857	2683967	S	0	0.00000	43	0.00000	0	0.00000	66	0.00000
Mycoplasma penetrans	28227	S	0	0.00000	34	0.00000	0	0.00000	119	0.00000
Mycoplasma anserisalpingitidis	519450	S	0	0.00000	28	0.00000	0	0.00000	59	0.00000
Mycoplasma capricolum	2095	S	0	0.00000	23	0.00000	0	0.00000	59	0.00000
Mycoplasma californicum	2113	S	0	0.00000	21	0.00000	0	0.00000	45	0.00000
Mycoplasma gallisepticum	2096	S	0	0.00000	14	0.00000	0	0.00000	19	0.00000
Mycoplasma nasistruthionis	353852	S	0	0.00000	14	0.00000	0	0.00000	44	0.00000
Candidatus Hepatoplasma crinochetorum	295596	S	0	0.00000	15	0.00000	0	0.00000	25	0.00000
Spiroplasma turonicum	216946	S	0	0.00000	20	0.00000	0	0.00000	31	0.00000
Spiroplasma floricola	216937	S	0	0.00000	13	0.00000	0	0.00000	37	0.00000
Mesoplasma coleopterae	324078	S	0	0.00000	14	0.00000	0	0.00000	26	0.00000
Tenericutes bacterium MO-XQ	1911684	S	0	0.00000	21	0.00000	0	0.00000	42	0.00000
Candidatus Izimaplasma sp. HR1	1541959	S	0	0.00000	12	0.00000	0	0.00000	28	0.00000
Sphaerobacter thermophilus	2057	S	0	0.00000	16	0.00000	0	0.00000	29	0.00000
Deinococcus geothermalis	68909	S	0	0.00000	12	0.00000	0	0.00000	15	0.00000
Borrelia miyamotoi	47466	S	0	0.00000	6538	0.00016	0	0.00000	12957	0.00014
Borrelia hermsii	140	S	0	0.00000	42	0.00000	0	0.00000	131	0.00000
Treponema sp. OMZ 804	120683	S	0	0.00000	20	0.00000	0	0.00000	22	0.00000
Oceanispirochaeta sp. K2	2518645	S	0	0.00000	25	0.00000	0	0.00000	55	0.00000
Leptospira santarosai	28183	S	0	0.00000	315	0.00001	0	0.00000	584	0.00001
